ID;Sursa de venit;Categorie;Tara;Platforma;Magazin;Retea afiliere;Comision;Tip comision;Recurent;Durata cookie;Valoare estimata client;Potential trafic;Competitie;Potential SEO;Dificultate;Dificultate aprobare;Venit lunar potential;Prioritate;URL;Status
PD0010;Carte tiparibila (KDP) — căutare-de-cuvinte-bucatarie-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0011;Carte tiparibila (KDP) — căutare-de-cuvinte-calatorii-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0012;Carte tiparibila (KDP) — căutare-de-cuvinte-calatorii-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0013;Carte tiparibila (KDP) — căutare-de-cuvinte-gradina-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0014;Carte tiparibila (KDP) — căutare-de-cuvinte-gradina-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0015;Carte tiparibila (KDP) — căutare-de-cuvinte-meserii-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0016;Carte tiparibila (KDP) — căutare-de-cuvinte-meserii-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0017;Carte tiparibila (KDP) — căutare-de-cuvinte-muzica-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0018;Carte tiparibila (KDP) — căutare-de-cuvinte-muzica-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0019;Carte tiparibila (KDP) — căutare-de-cuvinte-natura-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0020;Carte tiparibila (KDP) — căutare-de-cuvinte-natura-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0021;Carte tiparibila (KDP) — căutare-de-cuvinte-oras-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0022;Carte tiparibila (KDP) — căutare-de-cuvinte-oras-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0023;Carte tiparibila (KDP) — căutare-de-cuvinte-sarbatori-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0024;Carte tiparibila (KDP) — căutare-de-cuvinte-sarbatori-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0025;Carte tiparibila (KDP) — căutare-de-cuvinte-scoala-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0026;Carte tiparibila (KDP) — căutare-de-cuvinte-scoala-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0027;Carte tiparibila (KDP) — căutare-de-cuvinte-sport-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0028;Carte tiparibila (KDP) — căutare-de-cuvinte-sport-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0029;Carte tiparibila (KDP) — căutare-de-cuvinte-vreme-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0030;Carte tiparibila (KDP) — căutare-de-cuvinte-vreme-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0031;Carte tiparibila (KDP) — jurnal-cu-linii-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0032;Carte tiparibila (KDP) — jurnal-cu-linii-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0033;Carte tiparibila (KDP) — jurnal-cu-linii-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0034;Carte tiparibila (KDP) — labirinturi-grele-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0035;Carte tiparibila (KDP) — labirinturi-grele-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0036;Carte tiparibila (KDP) — labirinturi-grele-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0037;Carte tiparibila (KDP) — labirinturi-grele-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0038;Carte tiparibila (KDP) — labirinturi-mixte-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0039;Carte tiparibila (KDP) — labirinturi-mixte-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0040;Carte tiparibila (KDP) — labirinturi-mixte-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0041;Carte tiparibila (KDP) — labirinturi-mixte-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0042;Carte tiparibila (KDP) — labirinturi-rotunde-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0043;Carte tiparibila (KDP) — labirinturi-rotunde-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0044;Carte tiparibila (KDP) — labirinturi-rotunde-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0045;Carte tiparibila (KDP) — labirinturi-rotunde-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0046;Carte tiparibila (KDP) — labirinturi-rotunde-volumul-5;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0047;Carte tiparibila (KDP) — labirinturi-rotunde-volumul-6;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0048;Carte tiparibila (KDP) — labirinturi-ușoare-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0049;Carte tiparibila (KDP) — labirinturi-ușoare-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0050;Carte tiparibila (KDP) — labirinturi-ușoare-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0051;Carte tiparibila (KDP) — labirinturi-ușoare-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0052;Carte tiparibila (KDP) — labirinturi-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0053;Carte tiparibila (KDP) — labirinturi-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0054;Carte tiparibila (KDP) — labirinturi-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0055;Carte tiparibila (KDP) — labirinturi-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0056;Carte tiparibila (KDP) — mandale-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0057;Carte tiparibila (KDP) — mandale-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0058;Carte tiparibila (KDP) — mandale-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0059;Carte tiparibila (KDP) — mandale-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0060;Carte tiparibila (KDP) — mandale-volumul-5;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0061;Carte tiparibila (KDP) — mandale-volumul-6;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0062;Carte tiparibila (KDP) — mandale-volumul-7;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0063;Carte tiparibila (KDP) — mandale-volumul-8;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0064;Carte tiparibila (KDP) — mandale-și-labirinturi-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0065;Carte tiparibila (KDP) — mandale-și-labirinturi-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0066;Carte tiparibila (KDP) — mandale-și-labirinturi-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0067;Carte tiparibila (KDP) — mandale-și-labirinturi-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0068;Carte tiparibila (KDP) — mandale-și-spirografe-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0069;Carte tiparibila (KDP) — mandale-și-spirografe-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0070;Carte tiparibila (KDP) — mandale-și-spirografe-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0071;Carte tiparibila (KDP) — mandale-și-spirografe-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0072;Carte tiparibila (KDP) — nonograme-grele-15x15;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0073;Carte tiparibila (KDP) — nonograme-medii-12x12;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0074;Carte tiparibila (KDP) — nonograme-usoare-10x10;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0075;Carte tiparibila (KDP) — planner-săptămânal-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0076;Carte tiparibila (KDP) — planner-săptămânal-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0077;Carte tiparibila (KDP) — planner-săptămânal-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0078;Carte tiparibila (KDP) — spirograf-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0079;Carte tiparibila (KDP) — spirograf-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0080;Carte tiparibila (KDP) — spirograf-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0081;Carte tiparibila (KDP) — spirograf-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0082;Carte tiparibila (KDP) — spirograf-volumul-5;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0083;Carte tiparibila (KDP) — spirograf-volumul-6;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0084;Carte tiparibila (KDP) — sudoku-greu-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0085;Carte tiparibila (KDP) — sudoku-greu-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0086;Carte tiparibila (KDP) — sudoku-greu-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0087;Carte tiparibila (KDP) — sudoku-greu-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0088;Carte tiparibila (KDP) — sudoku-greu-volumul-5;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0089;Carte tiparibila (KDP) — sudoku-ușor-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0090;Carte tiparibila (KDP) — sudoku-ușor-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0091;Carte tiparibila (KDP) — sudoku-ușor-volumul-3;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0092;Carte tiparibila (KDP) — sudoku-ușor-volumul-4;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0093;Carte tiparibila (KDP) — sudoku-ușor-volumul-5;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0094;Carte tiparibila (KDP) — sudoku-volumul-1;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
PD0095;Carte tiparibila (KDP) — sudoku-volumul-2;Produs digital;international;Payhip / Etsy / KDP;propriu;—;39 lei propus;pret de vanzare;nu;—;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;construit deja;cont platforma + identitate;UNKNOWN;high;;CONSTRUIT, NEPUBLICAT
